2024-05-04 17:35, success, 0.152584
2024-05-04 17:42, success, 0.253621
2024-05-04 17:51, success, 0.309507
2024-05-04 17:59, success, 0.311420
2024-05-04 18:19, success, 0.464687
2024-05-04 18:30, success, 0.438318
2024-05-04 18:38, success, 0.466371
2024-05-04 18:46, success, 0.422081
2024-05-04 18:54, success, 0.333771
2024-05-04 19:08, success, 0.116778
2024-05-04 19:17, success, 0.377023
2024-05-04 19:25, success, 0.161077
2024-05-04 19:35, success, 0.283992
2024-05-04 19:43, success, 0.182729
2024-05-04 19:51, success, 0.547776
2024-05-04 19:58, success, 0.267939
2024-05-04 20:17, success, 0.453168
2024-05-04 20:26, success, 0.112338
2024-05-04 20:35, success, 4.275389
2024-05-04 20:43, success, 0.311418
2024-05-04 20:50, success, 0.197319
2024-05-04 20:58, success, 0.172211
2024-05-04 21:14, success, 0.286037
2024-05-04 21:22, success, 0.399055
2024-05-04 21:30, success, 0.315092
2024-05-04 21:38, success, 0.277824
2024-05-04 21:46, success, 0.361764
2024-05-04 21:54, success, 0.436533
2024-05-04 22:07, success, 0.413281
2024-05-04 22:24, success, 0.490314
2024-05-04 22:32, success, 0.497775
2024-05-04 22:40, success, 0.536469
2024-05-04 22:48, success, 0.261103
2024-05-04 22:56, success, 0.310400
2024-05-04 23:11, success, 0.280631
2024-05-04 23:22, success, 0.129910
2024-05-04 23:30, success, 0.184275
2024-05-04 23:38, success, 0.431272
2024-05-04 23:46, success, 0.381569
2024-05-04 23:54, success, 0.326458
2024-05-05 00:41, success, 0.439749
2024-05-05 01:43, success, 0.549093
2024-05-05 02:18, success, 0.127497
2024-05-05 02:36, success, 0.385076
2024-05-05 02:43, success, 0.268781
2024-05-05 02:52, success, 0.410011
2024-05-05 03:00, success, 0.799178
2024-05-05 03:19, success, 0.445851
2024-05-05 03:27, success, 0.406990
2024-05-05 03:35, success, 0.169691
2024-05-05 03:44, success, 0.498368
2024-05-05 03:52, success, 0.376560
2024-05-05 04:00, success, 0.296155
2024-05-05 04:23, success, 0.124034
2024-05-05 04:33, success, 0.442410
2024-05-05 04:41, success, 0.331763
2024-05-05 04:49, success, 0.389828
2024-05-05 04:57, success, 0.394857
2024-05-05 05:12, success, 0.126714
2024-05-05 05:26, success, 0.523978
2024-05-05 05:35, success, 0.346717
2024-05-05 05:43, success, 0.291138
2024-05-05 05:51, success, 0.312378
2024-05-05 05:59, success, 0.332637
2024-05-05 06:22, success, 0.378997
2024-05-05 06:35, success, 0.478924
2024-05-05 06:43, success, 0.296227
2024-05-05 06:51, success, 0.334565
2024-05-05 06:59, success, 0.279820
2024-05-05 07:14, success, 0.261825
2024-05-05 07:22, success, 0.513545
2024-05-05 07:30, success, 0.138486
2024-05-05 07:38, success, 0.361453
2024-05-05 07:46, success, 0.489160
2024-05-05 07:54, success, 0.317604
2024-05-05 08:10, success, 0.206143
2024-05-05 08:25, success, 0.149544
2024-05-05 08:35, success, 0.534376
2024-05-05 08:43, success, 0.370928
2024-05-05 08:51, success, 0.292221
2024-05-05 08:58, success, 0.146477
2024-05-05 09:17, success, 0.461815
2024-05-05 09:26, success, 0.401754
2024-05-05 09:34, success, 0.201242
2024-05-05 09:42, success, 0.356162
2024-05-05 09:51, success, 0.271364
2024-05-05 09:58, success, 0.442936
2024-05-05 10:16, success, 0.429183
2024-05-05 10:28, success, 0.520076
2024-05-05 10:37, success, 0.408670
2024-05-05 10:45, success, 0.454308
2024-05-05 10:53, success, 0.329495
2024-05-05 11:06, success, 0.461104
2024-05-05 11:17, success, 0.427533
2024-05-05 11:25, success, 0.324930
2024-05-05 11:33, success, 0.156858
2024-05-05 11:41, success, 0.344072
2024-05-05 11:49, success, 0.129904
2024-05-05 11:57, success, 0.351515
2024-05-05 12:24, success, 0.162517
2024-05-05 12:44, success, 0.367919
2024-05-05 12:56, success, 0.381172
2024-05-05 13:11, success, 0.345464
2024-05-05 13:23, success, 0.148689
2024-05-05 13:31, success, 0.737072
2024-05-05 13:39, success, 0.188304
2024-05-05 13:47, success, 0.292740
2024-05-05 13:54, success, 0.392250
2024-05-05 14:08, success, 0.704819
2024-05-05 14:23, success, 0.294926
2024-05-05 14:31, success, 0.316484
2024-05-05 14:39, success, 0.411079
2024-05-05 14:46, success, 0.422643
2024-05-05 14:55, success, 0.145351
2024-05-05 15:10, success, 0.555582
2024-05-05 15:24, success, 0.415143
2024-05-05 15:32, success, 0.326386
2024-05-05 15:41, success, 0.341723
2024-05-05 15:49, success, 0.126285
2024-05-05 15:56, success, 0.249212
2024-05-05 16:15, success, 0.422273
2024-05-05 16:30, success, 0.309105
2024-05-05 16:39, success, 0.276784
2024-05-05 16:47, success, 0.272652
2024-05-05 16:55, success, 0.329294
2024-05-05 17:08, success, 0.616085
2024-05-05 17:22, success, 0.617122
2024-05-05 17:30, success, 0.154765
2024-05-05 17:38, success, 0.121007
2024-05-05 17:46, success, 0.291934
2024-05-05 17:54, success, 0.414511
2024-05-05 18:10, success, 0.318012
2024-05-05 18:26, success, 0.253468
2024-05-05 18:35, success, 0.544023
2024-05-05 18:43, success, 0.249444
2024-05-05 18:51, success, 0.128688
2024-05-05 18:59, success, 0.261076
2024-05-05 19:14, success, 0.111748
2024-05-05 19:22, success, 0.264709
2024-05-05 19:30, success, 0.290347
2024-05-05 19:38, success, 0.311811
2024-05-05 19:46, success, 0.268030
2024-05-05 19:54, success, 0.127140
2024-05-05 20:09, success, 0.504944
2024-05-05 20:21, success, 0.394031
2024-05-05 20:29, success, 0.302818
2024-05-05 20:37, success, 0.295953
2024-05-05 20:45, success, 0.896054
2024-05-05 20:54, success, 0.334255
2024-05-05 21:06, success, 0.196765
2024-05-05 21:18, success, 0.241365
2024-05-05 21:26, success, 0.415478
2024-05-05 21:34, success, 0.403134
2024-05-05 21:42, success, 0.396701
2024-05-05 21:50, success, 0.254119
2024-05-05 21:58, success, 0.341358
2024-05-05 22:15, success, 0.240962
2024-05-05 22:28, success, 0.282529
2024-05-05 22:36, success, 0.114178
2024-05-05 22:44, success, 0.397053
2024-05-05 22:52, success, 0.252144
2024-05-05 23:03, success, 0.445900
2024-05-05 23:18, success, 0.678458
2024-05-05 23:26, success, 0.614975
2024-05-05 23:35, success, 5.084833
2024-05-05 23:43, success, 0.393077
2024-05-05 23:51, success, 0.298682
2024-05-05 23:59, success, 0.141201
2024-05-06 01:14, success, 0.161028
2024-05-06 02:03, success, 0.497718
2024-05-06 02:33, success, 0.269937
2024-05-06 02:43, success, 0.270174
2024-05-06 02:51, success, 0.445027
2024-05-06 02:59, success, 0.483394
2024-05-06 03:19, success, 0.175363
2024-05-06 03:29, success, 0.194254
2024-05-06 03:37, success, 0.626088
2024-05-06 03:45, success, 0.332367
2024-05-06 03:53, success, 0.372019
2024-05-06 04:09, success, 0.119196
2024-05-06 04:27, success, 0.450738
2024-05-06 04:36, success, 0.182787
2024-05-06 04:44, success, 0.290868
2024-05-06 04:52, success, 0.284215
2024-05-06 05:02, success, 0.539703
2024-05-06 05:21, success, 0.263916
2024-05-06 05:30, success, 0.405900
2024-05-06 05:39, success, 0.287187
2024-05-06 05:46, success, 0.282811
2024-05-06 05:54, success, 0.256616
2024-05-06 06:13, success, 0.378210
2024-05-06 06:30, success, 0.209946
2024-05-06 06:39, success, 0.365112
2024-05-06 06:48, success, 0.425234
2024-05-06 06:56, success, 0.298676
2024-05-06 07:11, success, 0.217470
2024-05-06 07:24, success, 0.118461
2024-05-06 07:32, success, 0.247491
2024-05-06 07:40, success, 0.372217
2024-05-06 07:48, success, 0.150833
2024-05-06 07:56, success, 0.280322
2024-05-06 08:15, success, 0.252712
2024-05-06 08:29, success, 0.320250
2024-05-06 08:39, success, 0.204681
2024-05-06 08:47, success, 0.594070
2024-05-06 08:55, success, 0.397057
2024-05-06 09:11, success, 0.416588
2024-05-06 09:24, success, 0.281718
2024-05-06 09:33, success, 0.462034
2024-05-06 09:41, success, 0.202917
2024-05-06 09:49, success, 0.426481
2024-05-06 09:57, success, 0.715984
2024-05-06 10:15, success, 0.290404
2024-05-06 10:30, success, 0.257432
2024-05-06 10:38, success, 0.175304
2024-05-06 10:46, success, 0.382182
2024-05-06 10:54, success, 0.319862
2024-05-06 11:07, success, 0.308665
2024-05-06 11:18, success, 0.315021
2024-05-06 11:26, success, 0.123976
2024-05-06 11:34, success, 0.279749
2024-05-06 11:42, success, 0.301535
2024-05-06 11:51, success, 0.330820
2024-05-06 11:58, success, 0.158587
2024-05-06 12:31, success, 0.308657
2024-05-06 12:51, success, 0.307670
2024-05-06 13:04, success, 0.376903
2024-05-06 13:24, success, 0.399157
2024-05-06 13:31, success, 0.270813
2024-05-06 13:39, success, 0.395220
2024-05-06 13:47, success, 0.334805
2024-05-06 13:55, success, 0.356759
2024-05-06 14:10, success, 0.303568
2024-05-06 14:27, success, 0.126948
2024-05-06 14:36, success, 0.150785
2024-05-06 14:44, success, 0.404512
2024-05-06 14:52, success, 0.422127
2024-05-06 15:00, success, 0.166011
2024-05-06 15:19, success, 0.768086
2024-05-06 15:27, success, 0.296624
2024-05-06 15:36, success, 0.289413
2024-05-06 15:44, success, 0.392641
2024-05-06 15:52, success, 0.279095
2024-05-06 16:01, success, 0.170726
2024-05-06 16:27, success, 0.272897
2024-05-06 16:39, success, 0.349645
2024-05-06 16:47, success, 0.600497
2024-05-06 16:55, success, 0.539398
2024-05-06 17:11, success, 0.409429
2024-05-06 17:26, success, 0.722449
2024-05-06 17:35, success, 2.893360
2024-05-06 17:43, success, 0.436672
2024-05-06 17:51, success, 0.166251
2024-05-06 17:59, success, 0.502726
2024-05-06 18:25, success, 0.218539
2024-05-06 18:35, success, 0.733391
2024-05-06 18:43, success, 0.526008
